회사명,종목코드,시장구분,업종
케이엔알시스템,199430,KOSDAQ,기술성장기업부
제테마,216080,KOSDAQ,벤처기업부
데브시스터즈,194480,KOSDAQ,벤처기업부
KZ정밀,036560,KOSDAQ,우량기업부
더즌,462860,KOSDAQ,벤처기업부
코난테크놀로지,402030,KOSDAQ,기술성장기업부
성우,458650,KOSDAQ,벤처기업부
엘케이켐,489500,KOSDAQ,벤처기업부
골프존홀딩스,121440,KOSDAQ,우량기업부
에스앤디,260970,KOSDAQ,우량기업부
KBI메탈,024840,KOSDAQ,중견기업부
유비쿼스,264450,KOSDAQ,우량기업부
잉글우드랩,950140,KOSDAQ,외국기업(소속부없음)
피아이이,452450,KOSDAQ,벤처기업부
인피니트헬스케어,071200,KOSDAQ,중견기업부
아바코,083930,KOSDAQ,우량기업부
나노엔텍,039860,KOSDAQ,중견기업부
코아스템켐온,166480,KOSDAQ,벤처기업부
나노팀,417010,KOSDAQ,벤처기업부
노바텍,285490,KOSDAQ,벤처기업부
모트렉스,118990,KOSDAQ,우량기업부
금화피에스시,036190,KOSDAQ,우량기업부
에브리봇,270660,KOSDAQ,벤처기업부
뉴로핏,380550,KOSDAQ,기술성장기업부
바이젠셀,308080,KOSDAQ,기술성장기업부
나우IB,293580,KOSDAQ,중견기업부
퓨릿,445180,KOSDAQ,우량기업부
아모그린텍,125210,KOSDAQ,우량기업부
알에스오토메이션,140670,KOSDAQ,중견기업부
현대사료,016790,KOSDAQ,관리종목(소속부없음)
비씨엔씨,146320,KOSDAQ,벤처기업부
폴라리스오피스,041020,KOSDAQ,벤처기업부
제넥신,095700,KOSDAQ,기술성장기업부
풍원정밀,371950,KOSDAQ,기술성장기업부
모두투어,080160,KOSDAQ,우량기업부
제룡산업,147830,KOSDAQ,벤처기업부
GC메디아이,032620,KOSDAQ,우량기업부
라온로보틱스,232680,KOSDAQ,기술성장기업부
티케이케미칼,104480,KOSDAQ,중견기업부
웨이비스,289930,KOSDAQ,기술성장기업부
SV인베스트먼트,289080,KOSDAQ,중견기업부
네오위즈홀딩스,042420,KOSDAQ,우량기업부
리파인,377450,KOSDAQ,우량기업부
인선이엔티,060150,KOSDAQ,중견기업부
동양이엔피,079960,KOSDAQ,우량기업부
RF시스템즈,474610,KOSDAQ,벤처기업부
슈피겐코리아,192440,KOSDAQ,우량기업부
핑거,163730,KOSDAQ,벤처기업부
녹십자웰빙,234690,KOSDAQ,우량기업부
국보디자인,066620,KOSDAQ,우량기업부
코칩,126730,KOSDAQ,벤처기업부
더핑크퐁컴퍼니,403850,KOSDAQ,중견기업부
압타바이오,293780,KOSDAQ,기술성장기업부
아이디스,143160,KOSDAQ,우량기업부
우림피티에스,101170,KOSDAQ,벤처기업부
다산네트웍스,039560,KOSDAQ,중견기업부
코스맥스엔비티,222040,KOSDAQ,중견기업부
에프엔에스테크,083500,KOSDAQ,우량기업부
케이에스피,073010,KOSDAQ,우량기업부
다원넥스뷰,323350,KOSDAQ,기술성장기업부
아진엑스텍,059120,KOSDAQ,벤처기업부
에이비온,203400,KOSDAQ,기술성장기업부
이크레더블,092130,KOSDAQ,중견기업부
아바텍,149950,KOSDAQ,우량기업부
우양에이치씨,101970,KOSDAQ,중견기업부
푸른저축은행,007330,KOSDAQ,투자주의환기종목(소속부없음)
엠플러스,259630,KOSDAQ,우량기업부
엠아이텍,179290,KOSDAQ,우량기업부
액스비스,0011A0,KOSDAQ,벤처기업부
씨앤지하이테크,264660,KOSDAQ,우량기업부
아이텍,119830,KOSDAQ,중견기업부
사람인,143240,KOSDAQ,우량기업부
나인테크,267320,KOSDAQ,벤처기업부
센서뷰,321370,KOSDAQ,기술성장기업부
유성티엔에스,024800,KOSDAQ,우량기업부
누리플렉스,040160,KOSDAQ,중견기업부
세명전기,017510,KOSDAQ,벤처기업부
파워로직스,047310,KOSDAQ,우량기업부
하나기술,299030,KOSDAQ,벤처기업부
레드캡투어,038390,KOSDAQ,우량기업부
넥스트칩,396270,KOSDAQ,벤처기업부
코메론,049430,KOSDAQ,우량기업부
쇼박스,086980,KOSDAQ,중견기업부
디바이스,187870,KOSDAQ,우량기업부
피델릭스,032580,KOSDAQ,중견기업부
코리아에프티,123410,KOSDAQ,우량기업부
쎌바이오텍,049960,KOSDAQ,벤처기업부
인포바인,115310,KOSDAQ,벤처기업부
중앙첨단소재,051980,KOSDAQ,중견기업부
KG파이낸셜,046440,KOSDAQ,우량기업부
하이텍팜,106190,KOSDAQ,우량기업부
제닉,123330,KOSDAQ,우량기업부
노머스,473980,KOSDAQ,기술성장기업부
켐트로스,220260,KOSDAQ,벤처기업부
경동제약,011040,KOSDAQ,중견기업부
한빛레이저,452190,KOSDAQ,벤처기업부
동방메디컬,240550,KOSDAQ,중견기업부
대한약품,023910,KOSDAQ,우량기업부
코윈테크,282880,KOSDAQ,우량기업부
시지메드텍,056090,KOSDAQ,벤처기업부
아이디스홀딩스,054800,KOSDAQ,중견기업부
국전,307750,KOSDAQ,중견기업부
아가방컴퍼니,013990,KOSDAQ,우량기업부
티쓰리,204610,KOSDAQ,벤처기업부
한컴위드,054920,KOSDAQ,중견기업부
HB솔루션,297890,KOSDAQ,우량기업부
비보존 제약,082800,KOSDAQ,중견기업부
파워넷,037030,KOSDAQ,우량기업부
오로라,039830,KOSDAQ,우량기업부
버킷스튜디오,066410,KOSDAQ,투자주의환기종목(소속부없음)
케이씨에스,115500,KOSDAQ,중견기업부
코다코,046070,KOSDAQ,관리종목(소속부없음)
엔알비,475230,KOSDAQ,벤처기업부
시너지이노베이션,048870,KOSDAQ,중견기업부
가온그룹,078890,KOSDAQ,중견기업부
레이저쎌,412350,KOSDAQ,기술성장기업부
이노테크,469610,KOSDAQ,중견기업부
한국첨단소재,062970,KOSDAQ,중견기업부
지씨지놈,340450,KOSDAQ,기술성장기업부
아모센스,357580,KOSDAQ,기술성장기업부
엔비알모션,0004V0,KOSDAQ,기술성장기업부
DMS,068790,KOSDAQ,우량기업부
아톤,158430,KOSDAQ,벤처기업부
프레스티지바이오로직스,334970,KOSDAQ,기술성장기업부
씨에스베어링,297090,KOSDAQ,투자주의환기종목(소속부없음)
이수앱지스,086890,KOSDAQ,중견기업부
오늘이엔엠,192410,KOSDAQ,중견기업부
에이엘티,172670,KOSDAQ,벤처기업부
대동기어,008830,KOSDAQ,중견기업부
메가스터디,072870,KOSDAQ,우량기업부
동국산업,005160,KOSDAQ,중견기업부
아이패밀리에스씨,114840,KOSDAQ,우량기업부
메쎄이상,408920,KOSDAQ,우량기업부
케이엔솔,053080,KOSDAQ,중견기업부
제닉스로보틱스,381620,KOSDAQ,중견기업부
신화프리텍,095190,KOSDAQ,중견기업부
멀티캠퍼스,067280,KOSDAQ,우량기업부
나무기술,242040,KOSDAQ,기술성장기업부
케이알엠,093640,KOSDAQ,벤처기업부
테라뷰,950250,KOSDAQ,기술성장기업부
액트로,290740,KOSDAQ,벤처기업부
마크로젠,038290,KOSDAQ,중견기업부
비엠티,086670,KOSDAQ,우량기업부
이엘씨,041520,KOSDAQ,투자주의환기종목(소속부없음)
선광,003100,KOSDAQ,우량기업부
MDS테크,086960,KOSDAQ,우량기업부
LS티라유텍,322180,KOSDAQ,벤처기업부
톱텍,108230,KOSDAQ,우량기업부
삼보판지,023600,KOSDAQ,우량기업부
파세코,037070,KOSDAQ,중견기업부
성도이엔지,037350,KOSDAQ,우량기업부
세아메카닉스,396300,KOSDAQ,우량기업부
피에스텍,002230,KOSDAQ,우량기업부
빅솔론,093190,KOSDAQ,우량기업부
케이엔더블유,105330,KOSDAQ,중견기업부
안국약품,001540,KOSDAQ,우량기업부
팜스토리,027710,KOSDAQ,우량기업부
넵튠,217270,KOSDAQ,중견기업부
아이로보틱스,066430,KOSDAQ,중견기업부
세경하이테크,148150,KOSDAQ,우량기업부
에스텍,069510,KOSDAQ,우량기업부
그리드위즈,453450,KOSDAQ,중견기업부
대성하이텍,129920,KOSDAQ,벤처기업부
현대에버다임,041440,KOSDAQ,우량기업부
동아엘텍,088130,KOSDAQ,우량기업부
오성첨단소재,052420,KOSDAQ,우량기업부
에스와이스틸텍,365330,KOSDAQ,우량기업부
일승,333430,KOSDAQ,중견기업부
고려신용정보,049720,KOSDAQ,우량기업부
네오오토,212560,KOSDAQ,우량기업부
지니언스,263860,KOSDAQ,벤처기업부
매일홀딩스,005990,KOSDAQ,우량기업부
뷰노,338220,KOSDAQ,기술성장기업부
윈스테크넷,136540,KOSDAQ,우량기업부
도이치모터스,067990,KOSDAQ,우량기업부
에이티넘인베스트,021080,KOSDAQ,우량기업부
박셀바이오,323990,KOSDAQ,기술성장기업부
유니트론텍,142210,KOSDAQ,우량기업부
메드팩토,235980,KOSDAQ,기술성장기업부
라이콤,388790,KOSDAQ,벤처기업부
우리넷,115440,KOSDAQ,우량기업부
플리토,300080,KOSDAQ,기술성장기업부
YTN,040300,KOSDAQ,중견기업부
모다이노칩,080420,KOSDAQ,중견기업부
녹십자엠에스,142280,KOSDAQ,중견기업부
원익,032940,KOSDAQ,우량기업부
제이아이테크,417500,KOSDAQ,우량기업부
NICE인프라,063570,KOSDAQ,우량기업부
드림씨아이에스,223250,KOSDAQ,벤처기업부
디알텍,214680,KOSDAQ,벤처기업부
이스트소프트,047560,KOSDAQ,중견기업부
탑런토탈솔루션,336680,KOSDAQ,중견기업부
LK삼양,225190,KOSDAQ,중견기업부
아미코젠,092040,KOSDAQ,기술성장기업부
시스웍,269620,KOSDAQ,관리종목(소속부없음)
원익피앤이,217820,KOSDAQ,중견기업부
금양그린파워,282720,KOSDAQ,중견기업부
KX,122450,KOSDAQ,중견기업부
컴퍼니케이,307930,KOSDAQ,중견기업부
삼영엠텍,054540,KOSDAQ,우량기업부
엠에스오토텍,123040,KOSDAQ,중견기업부
엘앤케이바이오,156100,KOSDAQ,벤처기업부
KT나스미디어,089600,KOSDAQ,우량기업부
삼보모터스,053700,KOSDAQ,우량기업부
동구바이오제약,006620,KOSDAQ,우량기업부
지아이에스,306620,KOSDAQ,벤처기업부
모비스,250060,KOSDAQ,기술성장기업부
한일사료,005860,KOSDAQ,우량기업부
새빗켐,107600,KOSDAQ,벤처기업부
뉴프렉스,085670,KOSDAQ,우량기업부
아진산업,013310,KOSDAQ,우량기업부
수젠텍,253840,KOSDAQ,중견기업부
워트,396470,KOSDAQ,중견기업부
기가레인,049080,KOSDAQ,벤처기업부
공구우먼,366030,KOSDAQ,중견기업부
디앤씨미디어,263720,KOSDAQ,우량기업부
빅텍,065450,KOSDAQ,벤처기업부
로체시스템즈,071280,KOSDAQ,우량기업부
KCC건설,021320,KOSDAQ,우량기업부
애니플러스,310200,KOSDAQ,중견기업부
코맥스,036690,KOSDAQ,관리종목(소속부없음)
야스,255440,KOSDAQ,벤처기업부
아이비김영,339950,KOSDAQ,우량기업부
엑세스바이오,950130,KOSDAQ,외국기업(소속부없음)
싸이닉솔루션,234030,KOSDAQ,중견기업부
라온시큐어,042510,KOSDAQ,벤처기업부
지에프아이,493330,KOSDAQ,벤처기업부
미래컴퍼니,049950,KOSDAQ,중견기업부
현대이지웰,090850,KOSDAQ,우량기업부
머큐리,100590,KOSDAQ,중견기업부
큐브엔터,182360,KOSDAQ,우량기업부
KX하이텍,052900,KOSDAQ,우량기업부
초록뱀미디어,047820,KOSDAQ,중견기업부
옵투스제약,131030,KOSDAQ,우량기업부
에이럭스,475580,KOSDAQ,벤처기업부
이엔셀,456070,KOSDAQ,기술성장기업부
와이엔텍,067900,KOSDAQ,우량기업부
엑셈,205100,KOSDAQ,벤처기업부
제이엘케이,322510,KOSDAQ,기술성장기업부
로보로보,215100,KOSDAQ,벤처기업부
해성옵틱스,076610,KOSDAQ,벤처기업부
지니너스,389030,KOSDAQ,기술성장기업부
현대바이오랜드,052260,KOSDAQ,우량기업부
탑머티리얼,360070,KOSDAQ,중견기업부
킵스파마,256940,KOSDAQ,벤처기업부
인벤테라,0007J0,KOSDAQ,기술성장기업부
엠에스씨,009780,KOSDAQ,우량기업부
비아트론,141000,KOSDAQ,벤처기업부
좋은사람들,033340,KOSDAQ,중견기업부
스톤브릿지벤처스,330730,KOSDAQ,벤처기업부
NH농우바이오,054050,KOSDAQ,우량기업부
우리손에프앤지,073560,KOSDAQ,우량기업부
동신건설,025950,KOSDAQ,우량기업부
플래스크,041590,KOSDAQ,관리종목(소속부없음)
폴라리스AI,039980,KOSDAQ,중견기업부
디에스케이,109740,KOSDAQ,벤처기업부
코아시아,045970,KOSDAQ,중견기업부
코데즈컴바인,047770,KOSDAQ,중견기업부
유아이엘,049520,KOSDAQ,우량기업부
광무,029480,KOSDAQ,중견기업부
셀레믹스,331920,KOSDAQ,기술성장기업부
오스테오닉,226400,KOSDAQ,기술성장기업부
LB인베스트먼트,309960,KOSDAQ,중견기업부
에스와이,109610,KOSDAQ,중견기업부
상상인,038540,KOSDAQ,중견기업부
진로발효,018120,KOSDAQ,우량기업부
엑스페릭스,317770,KOSDAQ,벤처기업부
와이즈넛,096250,KOSDAQ,기술성장기업부
해성에어로보틱스,059270,KOSDAQ,기술성장기업부
에코플라스틱,038110,KOSDAQ,우량기업부
지어소프트,051160,KOSDAQ,중견기업부
쿼드메디슨,464490,KOSDAQ,기술성장기업부
THE E&M,089230,KOSDAQ,중견기업부
그래디언트,035080,KOSDAQ,중견기업부
중앙에너비스,000440,KOSDAQ,중견기업부
빛샘전자,072950,KOSDAQ,벤처기업부
원준,382840,KOSDAQ,중견기업부
알서포트,131370,KOSDAQ,벤처기업부
하이로닉,149980,KOSDAQ,중견기업부
동국S&C,100130,KOSDAQ,중견기업부
씨피시스템,413630,KOSDAQ,벤처기업부
한패스,408470,KOSDAQ,중견기업부
디와이피엔에프,104460,KOSDAQ,우량기업부
아비코전자,036010,KOSDAQ,중견기업부
풍국주정,023900,KOSDAQ,우량기업부
한국파마,032300,KOSDAQ,중견기업부
한국가구,004590,KOSDAQ,중견기업부
에이프로,262260,KOSDAQ,우량기업부
에이치피오,357230,KOSDAQ,우량기업부
조이시티,067000,KOSDAQ,중견기업부
원일티엔아이,136150,KOSDAQ,벤처기업부
큐에스아이,066310,KOSDAQ,벤처기업부
레이언스,228850,KOSDAQ,우량기업부
티앤알바이오팹,246710,KOSDAQ,기술성장기업부
에스피소프트,443670,KOSDAQ,중견기업부
푸드나무,290720,KOSDAQ,중견기업부
HC보광산업,225530,KOSDAQ,우량기업부
대봉엘에스,078140,KOSDAQ,우량기업부
메타바이오메드,059210,KOSDAQ,우량기업부
아이앤씨,052860,KOSDAQ,벤처기업부
세운메디칼,100700,KOSDAQ,우량기업부
선진뷰티사이언스,086710,KOSDAQ,우량기업부
케이피에프,024880,KOSDAQ,우량기업부
에이치엔에스하이텍,044990,KOSDAQ,기술성장기업부
크레버스,096240,KOSDAQ,우량기업부
휴마시스,205470,KOSDAQ,중견기업부
페스카로,0015S0,KOSDAQ,기술성장기업부
아미노로직스,074430,KOSDAQ,중견기업부
모델솔루션,417970,KOSDAQ,우량기업부
아우토크립트,331740,KOSDAQ,기술성장기업부
지오엘리먼트,311320,KOSDAQ,기술성장기업부
엔에프씨,265740,KOSDAQ,벤처기업부
한국경제TV,039340,KOSDAQ,우량기업부
제이스로보틱스,090470,KOSDAQ,벤처기업부
싸이토젠,217330,KOSDAQ,기술성장기업부
오상헬스케어,036220,KOSDAQ,우량기업부
오가노이드사이언스,476040,KOSDAQ,기술성장기업부
젝시믹스,337930,KOSDAQ,우량기업부
이엠텍,091120,KOSDAQ,중견기업부
링네트,042500,KOSDAQ,우량기업부
서울옥션,063170,KOSDAQ,중견기업부
알파칩스,117670,KOSDAQ,벤처기업부
프로이천,321260,KOSDAQ,벤처기업부
레이,228670,KOSDAQ,벤처기업부
더네이쳐홀딩스,298540,KOSDAQ,우량기업부
슈프리마에이치큐,094840,KOSDAQ,벤처기업부
SY동아,041930,KOSDAQ,우량기업부
SBI인베스트먼트,019550,KOSDAQ,중견기업부
APS이노베이션,079810,KOSDAQ,우량기업부
세종텔레콤,036630,KOSDAQ,우량기업부
랩지노믹스,084650,KOSDAQ,중견기업부
로젠,033290,KOSDAQ,우량기업부
모베이스,101330,KOSDAQ,중견기업부
바이오에프디엔씨,251120,KOSDAQ,기술성장기업부
테라젠이텍스,066700,KOSDAQ,중견기업부
웹케시,053580,KOSDAQ,우량기업부
삼아제약,009300,KOSDAQ,우량기업부
아스타,246720,KOSDAQ,관리종목(소속부없음)
포바이포,389140,KOSDAQ,벤처기업부
아이엠티,451220,KOSDAQ,기술성장기업부
아이에스티이,212710,KOSDAQ,기술성장기업부
대주산업,003310,KOSDAQ,우량기업부
스마트레이더시스템,424960,KOSDAQ,기술성장기업부
스톰테크,352090,KOSDAQ,우량기업부
SM C&C,048550,KOSDAQ,중견기업부
와이엠텍,273640,KOSDAQ,벤처기업부
한성크린텍,066980,KOSDAQ,벤처기업부
금강철강,053260,KOSDAQ,우량기업부
이지케어텍,099750,KOSDAQ,벤처기업부
대정화금,120240,KOSDAQ,우량기업부
컴투스홀딩스,063080,KOSDAQ,중견기업부
위더스제약,330350,KOSDAQ,우량기업부
이녹스,088390,KOSDAQ,중견기업부
지아이텍,382480,KOSDAQ,벤처기업부
하이드로리튬,101670,KOSDAQ,중견기업부
APS,054620,KOSDAQ,중견기업부
씨씨에스,066790,KOSDAQ,관리종목(소속부없음)
샌즈랩,411080,KOSDAQ,기술성장기업부
아이진,185490,KOSDAQ,벤처기업부
다원시스,068240,KOSDAQ,관리종목(소속부없음)
오파스넷,173130,KOSDAQ,중견기업부
피앤에스로보틱스,460940,KOSDAQ,기술성장기업부
넥써쓰,205500,KOSDAQ,중견기업부
케이엔에스,432470,KOSDAQ,벤처기업부
바이오비쥬,489460,KOSDAQ,벤처기업부
휴먼테크놀로지,175140,KOSDAQ,투자주의환기종목(소속부없음)
쎄크,081180,KOSDAQ,기술성장기업부
위드텍,348350,KOSDAQ,벤처기업부
퓨런티어,370090,KOSDAQ,기술성장기업부
서남,294630,KOSDAQ,기술성장기업부
동국생명과학,303810,KOSDAQ,중견기업부
양지사,030960,KOSDAQ,중견기업부
솔본,035610,KOSDAQ,투자주의환기종목(소속부없음)
고스트스튜디오,950190,KOSDAQ,외국기업(소속부없음)
인트론바이오,048530,KOSDAQ,기술성장기업부
에스피시스템스,317830,KOSDAQ,벤처기업부
다이나믹솔루션,290660,KOSDAQ,기술성장기업부
KT지니뮤직,043610,KOSDAQ,중견기업부
셀바스헬스케어,208370,KOSDAQ,벤처기업부
중앙백신,072020,KOSDAQ,벤처기업부
서원인텍,093920,KOSDAQ,우량기업부
스모트로닉,066590,KOSDAQ,중견기업부
한일단조,024740,KOSDAQ,우량기업부
코츠테크놀로지,448710,KOSDAQ,벤처기업부
아이티센엔텍,010280,KOSDAQ,우량기업부
셀리드,299660,KOSDAQ,기술성장기업부
청담글로벌,362320,KOSDAQ,중견기업부
아이씨디,040910,KOSDAQ,중견기업부
오텍,067170,KOSDAQ,중견기업부
마음AI,377480,KOSDAQ,기술성장기업부
서한,011370,KOSDAQ,우량기업부
엠게임,058630,KOSDAQ,우량기업부
이노인스트루먼트,215790,KOSDAQ,중견기업부
엠엑스로보틱스,007820,KOSDAQ,중견기업부
브이원텍,251630,KOSDAQ,벤처기업부
피제이전자,006140,KOSDAQ,우량기업부
아로마티카,0015N0,KOSDAQ,벤처기업부
티에스아이,277880,KOSDAQ,우량기업부
정상제이엘에스,040420,KOSDAQ,우량기업부
이노메트리,302430,KOSDAQ,벤처기업부
영화테크,265560,KOSDAQ,우량기업부
푸른기술,094940,KOSDAQ,벤처기업부
KT밀리의서재,418470,KOSDAQ,우량기업부
삼륭물산,014970,KOSDAQ,중견기업부
우리바이오,082850,KOSDAQ,중견기업부
티플랙스,081150,KOSDAQ,중견기업부
뉴엔AI,463020,KOSDAQ,기술성장기업부
폴라리스AI파마,041910,KOSDAQ,우량기업부
엠엑스온,347890,KOSDAQ,벤처기업부
아크솔루션스,203690,KOSDAQ,관리종목(소속부없음)
대한뉴팜,054670,KOSDAQ,우량기업부
한국선재,025550,KOSDAQ,중견기업부
JW신약,067290,KOSDAQ,중견기업부
한울소재과학,091440,KOSDAQ,투자주의환기종목(소속부없음)
삼기에너지솔루션즈,419050,KOSDAQ,중견기업부
특수건설,026150,KOSDAQ,중견기업부
파로스아이바이오,388870,KOSDAQ,기술성장기업부
일지테크,019540,KOSDAQ,우량기업부
세원물산,024830,KOSDAQ,관리종목(소속부없음)
알에프텍,061040,KOSDAQ,중견기업부
씨티씨바이오,060590,KOSDAQ,중견기업부
이루온,065440,KOSDAQ,벤처기업부
창해에탄올,004650,KOSDAQ,우량기업부
민테크,452200,KOSDAQ,기술성장기업부
에스트래픽,234300,KOSDAQ,우량기업부
엔투텍,227950,KOSDAQ,벤처기업부
바이오스마트,038460,KOSDAQ,우량기업부
리메드,302550,KOSDAQ,기술성장기업부
차백신연구소,261780,KOSDAQ,기술성장기업부
테고사이언스,191420,KOSDAQ,벤처기업부
이브이첨단소재,131400,KOSDAQ,벤처기업부
미투온,201490,KOSDAQ,중견기업부
비투엔,307870,KOSDAQ,벤처기업부
CG인바이츠,083790,KOSDAQ,벤처기업부
KNN,058400,KOSDAQ,우량기업부
엠오티,413390,KOSDAQ,중견기업부
블루엠텍,439580,KOSDAQ,기술성장기업부
제너셈,217190,KOSDAQ,벤처기업부
디케이락,105740,KOSDAQ,우량기업부
제이씨케미칼,137950,KOSDAQ,우량기업부
대창솔루션,096350,KOSDAQ,벤처기업부
현대공업,170030,KOSDAQ,우량기업부
TPC로보틱스,048770,KOSDAQ,벤처기업부
팅크웨어,084730,KOSDAQ,중견기업부
현대에이치티,039010,KOSDAQ,우량기업부
덕우전자,263600,KOSDAQ,중견기업부
한국컴퓨터,054040,KOSDAQ,우량기업부
리드코프,012700,KOSDAQ,우량기업부
라이온켐텍,171120,KOSDAQ,우량기업부
위지트,036090,KOSDAQ,중견기업부
와이어블,065530,KOSDAQ,우량기업부
네오이뮨텍,950220,KOSDAQ,기술성장기업부
셀루메드,049180,KOSDAQ,투자주의환기종목(소속부없음)
엔지켐생명과학,183490,KOSDAQ,관리종목(소속부없음)
대림제지,017650,KOSDAQ,우량기업부
태웅로직스,124560,KOSDAQ,우량기업부
엔브이에이치코리아,067570,KOSDAQ,중견기업부
고바이오랩,348150,KOSDAQ,기술성장기업부
크리스에프앤씨,110790,KOSDAQ,우량기업부
위닉스,044340,KOSDAQ,중견기업부
더블유에스아이,299170,KOSDAQ,중견기업부
모티브링크,463480,KOSDAQ,중견기업부
휴비츠,065510,KOSDAQ,우량기업부
레뷰코퍼레이션,443250,KOSDAQ,벤처기업부
인성정보,033230,KOSDAQ,중견기업부
코위버,056360,KOSDAQ,벤처기업부
알엔티엑스,123010,KOSDAQ,기술성장기업부
앤디포스,238090,KOSDAQ,벤처기업부
아이큐어,175250,KOSDAQ,관리종목(소속부없음)
나이스디앤비,130580,KOSDAQ,우량기업부
서플러스글로벌,140070,KOSDAQ,벤처기업부
키스트론,475430,KOSDAQ,중견기업부
웨이브일렉트로,095270,KOSDAQ,벤처기업부
시공테크,020710,KOSDAQ,우량기업부
제일엠앤에스,412540,KOSDAQ,관리종목(소속부없음)
유니테크노,241690,KOSDAQ,우량기업부
쎄니트,037760,KOSDAQ,중견기업부
내츄럴엔도텍,168330,KOSDAQ,투자주의환기종목(소속부없음)
오픈베이스,049480,KOSDAQ,우량기업부
에이에스텍,453860,KOSDAQ,벤처기업부
러셀,217500,KOSDAQ,벤처기업부
HRS,036640,KOSDAQ,우량기업부
코닉오토메이션,391710,KOSDAQ,벤처기업부
선바이오,067370,KOSDAQ,기술성장기업부
화성밸브,039610,KOSDAQ,우량기업부
NPX,222160,KOSDAQ,관리종목(소속부없음)
유니크,011320,KOSDAQ,우량기업부
딥노이드,315640,KOSDAQ,기술성장기업부
신신제약,002800,KOSDAQ,우량기업부
CJ 바이오사이언스,311690,KOSDAQ,기술성장기업부
유라테크,048430,KOSDAQ,우량기업부
에스넷,038680,KOSDAQ,우량기업부
블랙야크아이앤씨,478560,KOSDAQ,벤처기업부
쏘닉스,088280,KOSDAQ,기술성장기업부
이상네트웍스,080010,KOSDAQ,중견기업부
삐아,451250,KOSDAQ,벤처기업부
정다운,208140,KOSDAQ,우량기업부
인크로스,216050,KOSDAQ,중견기업부
다보링크,340360,KOSDAQ,투자주의환기종목(소속부없음)
센코,347000,KOSDAQ,기술성장기업부
와이엠씨,155650,KOSDAQ,우량기업부
피제이메탈,128660,KOSDAQ,우량기업부
팬젠,222110,KOSDAQ,기술성장기업부
예스24,053280,KOSDAQ,중견기업부
알체라,347860,KOSDAQ,중견기업부
케이사인,192250,KOSDAQ,벤처기업부
현우산업,092300,KOSDAQ,우량기업부
우리산업,215360,KOSDAQ,우량기업부
남화산업,111710,KOSDAQ,중견기업부
비트컴퓨터,032850,KOSDAQ,벤처기업부
케이옥션,102370,KOSDAQ,기술성장기업부
노브랜드,145170,KOSDAQ,중견기업부
온코크로스,382150,KOSDAQ,기술성장기업부
HLB제넥스,187420,KOSDAQ,기술성장기업부
아이엠비디엑스,461030,KOSDAQ,기술성장기업부
위츠,459100,KOSDAQ,중견기업부
한울반도체,320000,KOSDAQ,중견기업부
삼현철강,017480,KOSDAQ,우량기업부
제이씨현시스템,033320,KOSDAQ,벤처기업부
대원미디어,048910,KOSDAQ,우량기업부
제이엔케이글로벌,126880,KOSDAQ,우량기업부
에이테크솔루션,071670,KOSDAQ,중견기업부
HC홈센타,060560,KOSDAQ,중견기업부
폴라리스세원,234100,KOSDAQ,우량기업부
3S,060310,KOSDAQ,벤처기업부
피엠티,147760,KOSDAQ,벤처기업부
우원개발,046940,KOSDAQ,우량기업부
에스에너지,095910,KOSDAQ,중견기업부
코스리거글로벌,043710,KOSDAQ,중견기업부
영우디에스피,143540,KOSDAQ,벤처기업부
에너토크,019990,KOSDAQ,중견기업부
희림,037440,KOSDAQ,우량기업부
옵티팜,153710,KOSDAQ,기술성장기업부
TJ미디어,032540,KOSDAQ,우량기업부
탑코미디어,134580,KOSDAQ,중견기업부
위메이드플레이,123420,KOSDAQ,우량기업부
데이타솔루션,263800,KOSDAQ,중견기업부
삼익제약,014950,KOSDAQ,벤처기업부
HLB파나진,046210,KOSDAQ,벤처기업부
티이엠씨씨엔에스,241790,KOSDAQ,우량기업부
에스씨디,042110,KOSDAQ,우량기업부
대성창투,027830,KOSDAQ,중견기업부
화일약품,061250,KOSDAQ,우량기업부
코셈,360350,KOSDAQ,기술성장기업부
지엘팜텍,204840,KOSDAQ,기술성장기업부
로스웰,900260,KOSDAQ,외국기업(소속부없음)
엑스플러스,373200,KOSDAQ,벤처기업부
에이텍,045660,KOSDAQ,우량기업부
부방,014470,KOSDAQ,벤처기업부
아이티센피엔에스,232830,KOSDAQ,벤처기업부
마이크로디지탈,305090,KOSDAQ,기술성장기업부
자이글,234920,KOSDAQ,관리종목(소속부없음)
압타머사이언스,291650,KOSDAQ,기술성장기업부
엔시스,333620,KOSDAQ,벤처기업부
크리스탈신소재,900250,KOSDAQ,외국기업(소속부없음)
마이크로투나노,424980,KOSDAQ,기술성장기업부
트루엔,417790,KOSDAQ,벤처기업부
세코닉스,053450,KOSDAQ,우량기업부
SDN,099220,KOSDAQ,중견기업부
유비벨록스,089850,KOSDAQ,우량기업부
국순당,043650,KOSDAQ,중견기업부
이닉스,452400,KOSDAQ,우량기업부
심플랫폼,444530,KOSDAQ,기술성장기업부
테라사이언스,073640,KOSDAQ,관리종목(소속부없음)
아이디피,332370,KOSDAQ,벤처기업부
옵티시스,109080,KOSDAQ,벤처기업부
예림당,036000,KOSDAQ,중견기업부
디지틀조선,033130,KOSDAQ,중견기업부
미스터블루,207760,KOSDAQ,중견기업부
